date,ic,rolling_ic_mean,rolling_ic_ir
2025-12-01,-0.056280195511522565,0.03627354033445404,6.4145511467053264
2025-12-02,0.026264405162157157,0.03290621432390831,6.062792772099503
2025-12-03,-0.018978241965914192,0.029987380277445543,5.6089363496189
2025-12-04,0.05927031634065718,0.028486669240838935,5.4150454345153065
2025-12-05,-0.08958747319878575,0.026653513274252947,4.984431018641973
2025-12-08,0.03366201118195317,0.026310264145652115,4.92441164464369
2025-12-09,-0.11246150513735723,0.025169335539168756,4.63379875796995
2025-12-10,-0.009053552200760324,0.025460865779937576,4.695550653665539
2025-12-11,0.059647024476611146,0.027102633085229175,5.0163204685366285
2025-12-12,0.10963305488323619,0.02948280065756498,5.439104091154676
2025-12-15,-0.008218515832729032,0.02957580047862862,5.459088491606282
2025-12-16,0.13757695048485477,0.03175887644705629,5.7904981760649825
2025-12-17,0.22300022916411608,0.03756829142978527,6.775895647438328
2025-12-18,0.19524154839600819,0.042636794757897015,7.674330176742227
2025-12-19,0.13647507918718943,0.04462704324923325,7.964186565496257
2025-12-22,0.05260886080320454,0.04507768035686818,8.04729401029082
2025-12-23,-0.08643725141187071,0.04303508513080667,7.546654130757897
2025-12-24,-0.044541028224857095,0.03996538470795179,7.024557419559379
2025-12-26,-0.03506367937114856,0.036567843565668084,6.506681145543035
2025-12-29,-0.048088363171756944,0.033425025140036015,5.974394329506302
2025-12-30,0.05142693902664897,0.03172976004738152,5.759815611356582
2025-12-31,0.020803706808057792,0.03051929739746999,5.563409847174052
2026-01-02,-0.005113812945575093,0.028968803334285573,5.293613852307204
2026-01-05,0.06319278980627785,0.028091204178948927,5.170676183342022
2026-01-06,0.2640002009110059,0.02997270435631567,5.279846768462374
2026-01-07,0.07921544252218655,0.029256435692258758,5.186851279271082
2026-01-08,0.04808993278899008,0.027710022633880504,4.977549542469716
2026-01-09,0.10802890607096555,0.029091442760768364,5.190165320143941
2026-01-12,0.0886818040552631,0.03119522689863517,5.572392107618068
2026-01-13,0.102599600061529,0.03316643070087596,5.907613231717519
2026-01-14,0.12063764130479143,0.035182316273686835,6.225069492194262
2026-01-15,0.09966127660108806,0.039265963268863925,7.173502741830248
2026-01-16,0.07905220232993983,0.043471177118747824,8.372369017179457
2026-01-20,0.003624246191323784,0.042278111059836955,8.137564903787554
2026-01-21,0.10645614960335774,0.04274371185176117,8.19870929046629
2026-01-22,0.07099378745499123,0.044091908413880866,8.479180074458874
2026-01-23,0.09413151508873045,0.04443813981522467,8.528382701853559
2026-01-26,0.22395926529356552,0.04666710092743451,8.642485543156724
2026-01-27,0.07525843747743675,0.04739514172073998,8.77167190424221
2026-01-28,0.009466361533076546,0.04678759521036534,8.645157712020243
2026-01-29,-0.09018706698184581,0.0424251580342951,7.820683872990428
2026-01-30,-0.004289763898175792,0.041946895663356874,7.716278586857722
2026-02-02,-0.03538702052117571,0.03896150984620891,7.20753483794739
2026-02-03,-0.003953865810283504,0.03871149598125668,7.152574569592896
2026-02-04,0.03927810164213356,0.04028064232922827,7.519774903755508
2026-02-05,0.16287761066586307,0.04415874794772547,8.224425023215936
2026-02-06,0.15943073122188425,0.045580925802100575,8.370341280786665
2026-02-09,0.15603564914659915,0.049233765187354755,9.045441160940682
2026-02-10,0.11445334940621381,0.04962726822770333,9.091839007636638
2026-02-11,0.1854078964303765,0.05159815810649749,9.267564932575876
2026-02-12,0.07671504226979209,0.051947973467190295,9.324262511466063
2026-02-13,0.07355069392777877,0.05344125498222671,9.63719678895821
2026-02-17,-0.01709313166891122,0.053495616059067844,9.651972125184358
2026-02-18,0.06478124244621707,0.0531574420261875,9.600173598120861
2026-02-19,0.06950422070073993,0.050615970122859184,9.442468000587878
2026-02-20,0.08633993514341594,0.05183239731825664,9.67166946241554
2026-02-23,0.18231888971555396,0.05494055336332349,10.095500001621051
2026-02-24,0.2092315467949986,0.05844480231717361,10.504249664060488
2026-02-25,0.18473453063735878,0.06261294704006816,11.258519520296216
2026-02-26,0.10680146539464888,0.06582310204500198,12.111399322181086
2026-02-27,0.10065013545796724,0.06843860756116014,12.799909356100947
